occurrenceID,materialEntityID,basisOfRecord,datasetName,institutionCode,catalogNumber,materialEntityCategory,materialEntityType,taxonID,scientificName,scientificNameAuthorship,originalNameUsage,higherClassification,locationID,locality,island,islandGroup,country,countryCode,decimalLatitude,decimalLongitude,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,associatedReferences,materialEntityRemarks,occurrenceRemarks,taxonRemarks,locationRemarks,dynamicProperties
MAS-SP-0114,MAS-SP-0114,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55816,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0115,MAS-SP-0115,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55812,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0116,MAS-SP-0116,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55815,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0117,MAS-SP-0117,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55819,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0118,MAS-SP-0118,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55811,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0119,MAS-SP-0119,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55813,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0120,MAS-SP-0120,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55817,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0121,MAS-SP-0121,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55746,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0122,MAS-SP-0122,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55742,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0123,MAS-SP-0123,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55744,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0124,MAS-SP-0124,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55748,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0125,MAS-SP-0125,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55740,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0126,MAS-SP-0126,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55743,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0127,MAS-SP-0127,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55747,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0128,MAS-SP-0128,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55749,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0129,MAS-SP-0129,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55741,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0130,MAS-SP-0130,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55745,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0131,MAS-SP-0131,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55774,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0132,MAS-SP-0132,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55770,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0133,MAS-SP-0133,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55778,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0134,MAS-SP-0134,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55772,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0135,MAS-SP-0135,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55776,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0136,MAS-SP-0136,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV M 55771,fossil,,,,,,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
